/tsm_fpool,3.7T,2.3T,1.4T,62%,TSM_OPBHE,30052022
/tsm_archivelog,838G,547G,292G,66%,TSM_OPBHE,30052022
/tsm_backup_db,559G,130G,429G,24%,TSM_OPBHE,30052022
/tsm_fpool_copia,8.1T,7.0T,1.2T,86%,TSM_OPBHE,30052022
/tsm_db,559G,71G,489G,13%,TSM_OPBHE,30052022
/tsm_activelog,559G,31G,529G,6%,TSM_OPBHE,30052022
/tsm_archivelog,300G,1.3G,299G,1%,TSM_OPBLM,30052022
/tsm_activelog,300G,32G,269G,11%,TSM_OPBLM,30052022
/tsm_fpool_copia,5.7T,4.8T,954G,84%,TSM_OPBLM,30052022
/tsm_db,300G,185G,116G,62%,TSM_OPBLM,30052022
/tsm_fpool,2.5T,1013G,1.5T,41%,TSM_OPBLM,30052022
/tsm_fpool,3.0T,2.5T,536G,83%,TSM_OPBSA,30052022
/tsm_fpool_copia,4.7T,4.5T,187G,97%,TSM_OPBSA,30052022
/tsm_fpool_disco,5.0T,726M,5.0T,1%,TSM_OPBSA,30052022
/tsm_backup_db,300G,33M,300G,1%,TSM_OPBSA,30052022
/tsm_db,300G,258G,43G,86%,TSM_OPBSA,30052022
/tsm_activelog,50G,30G,21G,59%,TSM_OPBSA,30052022
/tsm_archivelog,150G,2.4G,148G,2%,TSM_OPBSA,30052022
/tsm_db,300G,18G,283G,6%,TSM_OPCTA,30052022
/tsm_archivelog,150G,1.9G,149G,2%,TSM_OPCTA,30052022
/tsm_backup_db,300G,49G,252G,17%,TSM_OPCTA,30052022
/tsm_fpool,700G,453G,248G,65%,TSM_OPCTA,30052022
/tsm_activelog,50G,30G,21G,60%,TSM_OPCTA,30052022
/tsm_fpool_copia,2.0T,693G,1.3T,35%,TSM_OPCTA,30052022
/tsm_activelog,50G,32G,19G,63%,TSM_OPFLA,30052022
/tsm_archivelog,150G,372M,150G,1%,TSM_OPFLA,30052022
/tsm_backup_db,300G,46G,255G,16%,TSM_OPFLA,30052022
/tsm_fpool,1.4T,392G,1009G,28%,TSM_OPFLA,30052022
/tsm_db,300G,28G,273G,10%,TSM_OPFLA,30052022
/tsm_fpool_copia,4.0T,1.9T,2.2T,47%,TSM_OPFLA,30052022
/tsm_fpool,525G,211G,315G,41%,TSM_OPFNS,30052022
/tsm_fpool_copia,1.3T,871G,450G,66%,TSM_OPFNS,30052022
/tsm_backup_db,200G,52G,149G,26%,TSM_OPFNS,30052022
/tsm_activelog,50G,50G,976M,99%,TSM_OPFNS,30052022
/tsm_archivelog,150G,1.3G,149G,1%,TSM_OPFNS,30052022
/tsm_db,200G,11G,190G,6%,TSM_OPFNS,30052022
/tsm_db,300G,71G,230G,24%,TSM_OPPAE,30052022
/tsm_archivelog,150G,47G,104G,32%,TSM_OPPAE,30052022
/tsm_activelog,50G,32G,19G,64%,TSM_OPPAE,30052022
/tsm_fpool_copia,7.0T,4.4T,2.7T,62%,TSM_OPPAE,30052022
/tsm_fpool,1.7T,1.1T,702G,60%,TSM_OPPAE,30052022
/tsm_backup_db,200G,156G,45G,78%,TSM_OPPAE,30052022
/tsm_fpool,3.0T,1.1T,2.0T,36%,TSM_OPRCE,30052022
/tsm_db,300G,84G,217G,28%,TSM_OPRCE,30052022
/tsm_archivelog,300G,4.5G,296G,2%,TSM_OPRCE,30052022
/tsm_activelog,100G,45G,56G,45%,TSM_OPRCE,30052022
/tsm_backup_db,300G,200G,101G,67%,TSM_OPRCE,30052022
/tsm_fpool_copia,9.6T,5.9T,3.8T,62%,TSM_OPRCE,30052022
/tsm_archivelog,150G,11G,140G,8%,TSM_OPRJO,30052022
/tsm_activelog,50G,32G,19G,64%,TSM_OPRJO,30052022
/tsm_db,300G,101G,200G,34%,TSM_OPRJO,30052022
/tsm_backup_db,1.0T,227G,797G,23%,TSM_OPRJO,30052022
/tsm_fpool_copia,15T,5.0T,11T,34%,TSM_OPRJO,30052022
/tsm_fpool,7.0T,949G,6.1T,14%,TSM_OPRJO,30052022
/tsm_backup_db,300G,172G,128G,58%,TSM_OPSDR,30052022
/tsm_fpool_copia,6.0T,5.8T,214G,97%,TSM_OPSDR,30052022
/tsm_fpool,1.5T,1.3T,271G,82%,TSM_OPSDR,30052022
/tsm_activelog,50G,31G,20G,62%,TSM_OPSDR,30052022
/tsm_db,300G,90G,211G,30%,TSM_OPSDR,30052022
/tsm_archivelog,150G,17G,134G,11%,TSM_OPSDR,30052022
/tsm_activelog,50G,30G,21G,59%,TSM_OPSPO,30052022
/tsm_archivelog,150G,9.5G,141G,7%,TSM_OPSPO,30052022
/tsm_backup_db,500G,186G,315G,38%,TSM_OPSPO,30052022
/tsm_fpool_disco,5.0T,35M,5.0T,1%,TSM_OPSPO,30052022
/tsm_fpool,2.0T,1.1T,971G,53%,TSM_OPSPO,30052022
/tsm_db,200G,97G,103G,49%,TSM_OPSPO,30052022
