/tsm_fpool,3.7T,2.2T,1.5T,60%,TSM_OPBHE,24072022
/tsm_archivelog,838G,545G,294G,65%,TSM_OPBHE,24072022
/tsm_db,559G,71G,489G,13%,TSM_OPBHE,24072022
/tsm_backup_db,559G,130G,430G,24%,TSM_OPBHE,24072022
/tsm_fpool_copia,8.1T,6.8T,1.4T,84%,TSM_OPBHE,24072022
/tsm_activelog,559G,30G,530G,6%,TSM_OPBHE,24072022
/tsm_archivelog,300G,811M,300G,1%,TSM_OPBLM,24072022
/tsm_activelog,300G,32G,269G,11%,TSM_OPBLM,24072022
/tsm_fpool_copia,5.7T,4.8T,951G,84%,TSM_OPBLM,24072022
/tsm_db,300G,185G,116G,62%,TSM_OPBLM,24072022
/tsm_fpool,2.5T,1010G,1.5T,41%,TSM_OPBLM,24072022
/tsm_fpool,3.0T,2.5T,493G,84%,TSM_OPBSA,24072022
/tsm_fpool_copia,4.7T,4.5T,161G,97%,TSM_OPBSA,24072022
/tsm_fpool_disco,5.0T,4.1G,5.0T,1%,TSM_OPBSA,24072022
/tsm_backup_db,300G,33M,300G,1%,TSM_OPBSA,24072022
/tsm_db,300G,257G,43G,86%,TSM_OPBSA,24072022
/tsm_activelog,50G,30G,21G,59%,TSM_OPBSA,24072022
/tsm_archivelog,150G,1.1G,149G,1%,TSM_OPBSA,24072022
/tsm_fpool_copia,2.0T,691G,1.3T,35%,TSM_OPCTA,24072022
/tsm_fpool,700G,452G,249G,65%,TSM_OPCTA,24072022
/tsm_backup_db,300G,65G,236G,22%,TSM_OPCTA,24072022
/tsm_activelog,50G,30G,21G,59%,TSM_OPCTA,24072022
/tsm_archivelog,150G,82M,150G,1%,TSM_OPCTA,24072022
/tsm_db,300G,18G,283G,6%,TSM_OPCTA,24072022
/tsm_activelog,50G,30G,21G,60%,TSM_OPFLA,24072022
/tsm_archivelog,150G,62M,150G,1%,TSM_OPFLA,24072022
/tsm_backup_db,300G,46G,255G,16%,TSM_OPFLA,24072022
/tsm_fpool,1.4T,389G,1011G,28%,TSM_OPFLA,24072022
/tsm_db,300G,28G,273G,10%,TSM_OPFLA,24072022
/tsm_fpool_copia,4.0T,1.9T,2.2T,47%,TSM_OPFLA,24072022
/tsm_fpool,525G,215G,311G,41%,TSM_OPFNS,24072022
/tsm_fpool_copia,1.3T,888G,433G,68%,TSM_OPFNS,24072022
/tsm_backup_db,200G,52G,149G,26%,TSM_OPFNS,24072022
/tsm_activelog,50G,50G,976M,99%,TSM_OPFNS,24072022
/tsm_archivelog,150G,714M,150G,1%,TSM_OPFNS,24072022
/tsm_db,200G,11G,190G,6%,TSM_OPFNS,24072022
/tsm_db,300G,71G,230G,24%,TSM_OPPAE,24072022
/tsm_archivelog,150G,44G,107G,30%,TSM_OPPAE,24072022
/tsm_activelog,50G,29G,22G,58%,TSM_OPPAE,24072022
/tsm_fpool_copia,7.0T,5.0T,2.1T,72%,TSM_OPPAE,24072022
/tsm_fpool,1.7T,1008G,733G,58%,TSM_OPPAE,24072022
/tsm_backup_db,200G,156G,45G,78%,TSM_OPPAE,24072022
/tsm_fpool,3.0T,1.1T,2.0T,36%,TSM_OPRCE,24072022
/tsm_db,300G,84G,217G,28%,TSM_OPRCE,24072022
/tsm_archivelog,300G,11G,290G,4%,TSM_OPRCE,24072022
/tsm_activelog,100G,45G,56G,45%,TSM_OPRCE,24072022
/tsm_backup_db,300G,200G,101G,67%,TSM_OPRCE,24072022
/tsm_fpool_copia,9.6T,5.5T,4.2T,57%,TSM_OPRCE,24072022
/tsm_archivelog,150G,1.3G,149G,1%,TSM_OPRJO,24072022
/tsm_activelog,50G,32G,18G,64%,TSM_OPRJO,24072022
/tsm_db,300G,101G,200G,34%,TSM_OPRJO,24072022
/tsm_backup_db,1.0T,227G,797G,23%,TSM_OPRJO,24072022
/tsm_fpool_copia,15T,4.2T,11T,28%,TSM_OPRJO,24072022
/tsm_fpool,7.0T,917G,6.2T,13%,TSM_OPRJO,24072022
/tsm_backup_db,300G,171G,130G,57%,TSM_OPSDR,24072022
/tsm_fpool_copia,6.0T,5.9T,100G,99%,TSM_OPSDR,24072022
/tsm_fpool,1.5T,1.2T,275G,82%,TSM_OPSDR,24072022
/tsm_activelog,50G,33G,18G,65%,TSM_OPSDR,24072022
/tsm_db,300G,90G,211G,30%,TSM_OPSDR,24072022
/tsm_archivelog,150G,470M,150G,1%,TSM_OPSDR,24072022
/tsm_activelog,50G,29G,22G,58%,TSM_OPSPO,24072022
/tsm_archivelog,150G,372M,150G,1%,TSM_OPSPO,24072022
/tsm_backup_db,500G,183G,317G,37%,TSM_OPSPO,24072022
/tsm_fpool_disco,5.0T,35M,5.0T,1%,TSM_OPSPO,24072022
/tsm_fpool,2.0T,1.1T,971G,53%,TSM_OPSPO,24072022
/tsm_db,200G,98G,103G,49%,TSM_OPSPO,24072022
